Author,Poem,Anthology,Date
Coloniensis,Melbourne,Leonard 1998,1998
"Croggon, Alison ",Loneliness,Leonard 1998,1998
"Croggon, Alison ",Ode to Walt Whitman,Leonard 1998,1998
"Croggon, Alison ",the angle of your face,Leonard 1998,1998
"Croggon, Alison ",who was going to save you,Leonard 1998,1998
"Croll, R.H. ",Australia (In Contemporary Literature),Leonard 1998,1998
"Cross, Zora",Love Sonnets: III. When first I whispered in your wondering ear,Leonard 1998,1998
"Cross, Zora",Love Sonnets: XLIX. In me there is a vast and lonely place,Leonard 1998,1998
"Cross, Zora",Night-Ride,Leonard 1998,1998
"Daley, Victor J.",The Dove,Leonard 1998,1998
"Daley, Victor J.",The Poet Care,Leonard 1998,1998
"Daley, Victor J.",The Woman at the Washtub,Leonard 1998,1998
"Davis, Jack",Black Life,Leonard 1998,1998
"Davis, Jack",Camped in the Bush,Leonard 1998,1998
"Dawe, Bruce",Doctor to Patient,Leonard 1998,1998
"Dawe, Bruce",Drifters,Leonard 1998,1998
"Dawe, Bruce",Going,Leonard 1998,1998
"Dawe, Bruce",Homecoming,Leonard 1998,1998
"Dawe, Bruce",Morning Becomes Electric,Leonard 1998,1998
"Dawe, Bruce",The Raped Girl's Father,Leonard 1998,1998
"Day, Sarah",Chaos,Leonard 1998,1998
"Dobson, Rosemary",Cock Crow,Leonard 1998,1998
"Dobson, Rosemary",In a Cafe,Leonard 1998,1998
"Dobson, Rosemary",The Birth,Leonard 1998,1998
"Dobson, Rosemary",The Bystander,Leonard 1998,1998
"Dobson, Rosemary",The Rape of Europa,Leonard 1998,1998
"Dobson, Rosemary",The Sailor: May 1960,Leonard 1998,1998
"Dransfield, Michael ",Bums' Rush,Leonard 1998,1998
"Dransfield, Michael ",Endsight,Leonard 1998,1998
"Dransfield, Michael ",Fix,Leonard 1998,1998
"Dransfield, Michael ",Flying,Leonard 1998,1998
"Dransfield, Michael ",Parnassus Mad Ward,Leonard 1998,1998
"Dutton, Geoffrey",A Body of Words: 8. Happy,Leonard 1998,1998
"Dutton, Geoffrey",A Body of Words: 9 Body,Leonard 1998,1998
"Edgar, Stephen",Destiny,Leonard 1998,1998
"Edgar, Stephen",Yet,Leonard 1998,1998
"Edwards, Rebecca",Draw a Lion,Leonard 1998,1998
"Edwards, Rebecca",Eating the Experience: A Reminder,Leonard 1998,1998
"Edwards, Rebecca",Moonboat,Leonard 1998,1998
"Elder, Anne ",At Amalfi,Leonard 1998,1998
"Elder, Anne ",The White Spider,Leonard 1998,1998
"Fahey, Diane",Despair,Leonard 1998,1998
"Fahey, Diane",Dressmaker,Leonard 1998,1998
"Fahey, Diane",Sacred Conversations,Leonard 1998,1998
"Field, Barron ",On Reading the Controversy Between Lord Byron and Mr Bowles,Leonard 1998,1998
"Field, Barron ",Sonnett,Leonard 1998,1998
"FitzGerald, Robert D.",Eleven Compositions: Roadside: III. Having said that all the gums have not been cut,Leonard 1998,1998
"FitzGerald, Robert D.",In Personal Vein,Leonard 1998,1998
"FitzGerald, Robert D.",The Wind at Your Door,Leonard 1998,1998
"Fogarty, Lionel ",Frisky Poem and Risky,Leonard 1998,1998
"Fogarty, Lionel ",Sue and Du,Leonard 1998,1998
"Foott, Mary Hannay",Where the Pelican Builds,Leonard 1998,1998
"Forbes, John",Drugs,Leonard 1998,1998
"Forbes, John",Love Poem,Leonard 1998,1998
"Forbes, John","Speed, a Pastoral",Leonard 1998,1998
"Forbes, John",the best of all possible poems,Leonard 1998,1998
"Forster, William ",The Genius and the Ghost [excerpt],Leonard 1998,1998
"Foulcher, John",Innes Foulcher (1897-1984),Leonard 1998,1998
Frank the Poet (Francis MacNamara),A Convict's Tour to Hell,Leonard 1998,1998
Frank the Poet (Francis MacNamara),For the Company Underground,Leonard 1998,1998
Frederick,North Brisbane Advance!,Leonard 1998,1998
"Fullerton, Mary",A Man's a Sliding Mood,Leonard 1998,1998
"Fullerton, Mary",Body,Leonard 1998,1998
"Fullerton, Mary",The Selector's Wife,Leonard 1998,1998
"Fullerton, Mary",Unit,Leonard 1998,1998
"Gellert, Leon ",A Night Attack,Leonard 1998,1998
"Gellert, Leon ",House-mates,Leonard 1998,1998
"Gellert, Leon ",The Last to Leave,Leonard 1998,1998
"Gilbert, Kevin",Consultation,Leonard 1998,1998
"Gilbert, Kevin",Jim B.,Leonard 1998,1998
"Gilbert, Kevin",The Soldier's Reward,Leonard 1998,1998
"Giles, Barbara","In the Park, Looking",Leonard 1998,1998
"Giles, Barbara",Moonlighting,Leonard 1998,1998
"Giles, Barbara",Stuff,Leonard 1998,1998
"Gilmore, Mary",Down by the Sea,Leonard 1998,1998
"Gilmore, Mary",Eve-Song,Leonard 1998,1998
"Gilmore, Mary",Fourteen Men,Leonard 1998,1998
"Gilmore, Mary",Nationality,Leonard 1998,1998
"Gilmore, Mary",The Hunter of the Black,Leonard 1998,1998
"Gilmore, Mary",The Yarran-tree,Leonard 1998,1998
"Goldsworthy, Peter",A Statistician to His Love,Leonard 1998,1998
"Goldsworthy, Peter",Alcohol,Leonard 1998,1998
"Goodge, W.T.",Federation,Leonard 1998,1998
"Goodge, W.T.",Life,Leonard 1998,1998
"Gordon, Adam Lindsay",A Dedication,Leonard 1998,1998
"Gordon, Adam Lindsay",Cui Bono,Leonard 1998,1998
"Gordon, Adam Lindsay",The Sick Stockrider,Leonard 1998,1998
"Gould, Alan ",Demolisher,Leonard 1998,1998
"Gould, Alan ",That Move from Shelter,Leonard 1998,1998
"Gould, Alan ",Tightrope Walker,Leonard 1998,1998
"Gray, Robert",Bondi,Leonard 1998,1998
"Gray, Robert",Flames and Dangling Wire,Leonard 1998,1998
"Gray, Robert",Reflection,Leonard 1998,1998
"Hamilton Dunlop, Eliza ",The Aboriginal Mother,Leonard 1998,1998
"Harford, Lesbia",A Prayer to Saint Rosa,Leonard 1998,1998
"Harford, Lesbia",Closing Time: Public Library,Leonard 1998,1998
"Harford, Lesbia",Do you remember still the little song,Leonard 1998,1998
"Harford, Lesbia",I Can't Feel the Sunshine,Leonard 1998,1998
"Harford, Lesbia","I'm like all lovers, wanting love to be",Leonard 1998,1998
"Harford, Lesbia",You Want a Lily,Leonard 1998,1998
"Harpur, Charles",A Flight of Wild Ducks,Leonard 1998,1998
"Harpur, Charles",A Mid-Summer Noon in the Australian Forest,Leonard 1998,1998
"Harpur, Charles",Early and Late Art,Leonard 1998,1998
"Harpur, Charles",Modern Poetry,Leonard 1998,1998
"Harpur, Charles",The Beautiful Squatter,Leonard 1998,1998
"Harpur, Charles",The Creek of the Four Graves,Leonard 1998,1998
"Harpur, Charles","To Myself, June 1855",Leonard 1998,1998
"Harris, Robert",Cane-Field Sunday 1959,Leonard 1998,1998
"Harris, Robert",Seven Songs for Sydney: 6. They Assume the Survivors Are Australian,Leonard 1998,1998
"Harry, J.S.",Mousepoem,Leonard 1998,1998
"Harry, J.S.",Picking the Nits,Leonard 1998,1998
"Harry, J.S.",Selling Ethiopia,Leonard 1998,1998
"Hart, Kevin",Sunlight in a Room,Leonard 1998,1998
"Hart, Kevin",The Black Telephone,Leonard 1998,1998
"Hart, Kevin",The Calm,Leonard 1998,1998
"Hart, Kevin",The Room,Leonard 1998,1998
"Hart-Smith, William ",Kellerberin 6410,Leonard 1998,1998
"Hart-Smith, William ",Relativity,Leonard 1998,1998
"Harwood, Gwen",A Music Lesson,Leonard 1998,1998
"Harwood, Gwen",A Simple Story,Leonard 1998,1998
"Harwood, Gwen",An Impromptu for Ann Jennings,Leonard 1998,1998
"Harwood, Gwen",Barn Owl,Leonard 1998,1998
"Harwood, Gwen",Boundary Conditions,Leonard 1998,1998
"Harwood, Gwen",Death Has No Features of His Own,Leonard 1998,1998
"Harwood, Gwen",Mother Who Gave Me Life,Leonard 1998,1998
"Harwood, Gwen",Oyster Cove,Leonard 1998,1998
"Harwood, Gwen",Religious Instruction,Leonard 1998,1998
"Harwood, Gwen",Return of the Native,Leonard 1998,1998
"Harwood, Gwen",The Sea Anemones,Leonard 1998,1998
"Harwood, Gwen",The Sharpness of Death,Leonard 1998,1998
"Harwood, Gwen",The Twins,Leonard 1998,1998
"Harwood, Gwen",Thoughts Before Sunrise,Leonard 1998,1998
"Harwood, Gwen (Walter Lehmann)",Home of Mercy,Leonard 1998,1998
"Harwood, Gwen (Walter Lehmann)",In the Park,Leonard 1998,1998
"Hellyer, Jill ","Englynion for Two Friends, and Another",Leonard 1998,1998
"Hellyer, Jill ",Living with Aunts,Leonard 1998,1998
"Hemensley, Kris",A Mile from Poetry: 8. some sounds for you,Leonard 1998,1998
"Hewett, Dorothy ",Alice in Wormland: 10. In the Dream Girl's Garden,Leonard 1998,1998
"Hewett, Dorothy ",Alice in Wormland: 21 Alice rose up,Leonard 1998,1998
"Hewett, Dorothy ",Anniversary,Leonard 1998,1998
"Hewett, Dorothy ",Grave Fairytale,Leonard 1998,1998
"Hewett, Dorothy ","I've Made My Bed, I'll Lie on It",Leonard 1998,1998
"Hill, Fidelia S.T. ",Recollections,Leonard 1998,1998
"Hodgins, Philip",After a Dry Stretch,Leonard 1998,1998
"Hodgins, Philip",Ich Bin Allein,Leonard 1998,1998
"Hodgins, Philip",The Land Itself,Leonard 1998,1998
"Hodgins, Philip",Trip Cancelled,Leonard 1998,1998
"Hope, A.D.",Advice to Young Ladies,Leonard 1998,1998
"Hope, A.D.",Ascent into Hell,Leonard 1998,1998
"Hope, A.D.",Australia,Leonard 1998,1998
"Hope, A.D.",Crossing the Frontier,Leonard 1998,1998
"Hope, A.D.",Flower Poem,Leonard 1998,1998
"Hope, A.D.",Imperial Adam,Leonard 1998,1998
"Hope, A.D.",Inscription for a War,Leonard 1998,1998
"Hope, A.D.",Moschus Moschiferus,Leonard 1998,1998
"Hope, A.D.",On an Engraving by Casserius,Leonard 1998,1998
"Hope, A.D.",The Brides,Leonard 1998,1998
"Hope, A.D.",The Gateway,Leonard 1998,1998
"Hope, A.D.",The Mayan Books,Leonard 1998,1998
"Hope, A.D.",The Return of Persephone,Leonard 1998,1998
"Hope, A.D.",Trees,Leonard 1998,1998
Hugo,The Gin,Leonard 1998,1998
"Hull, Cora",Liverpool,Leonard 1998,1998
"Johnston, Martin ",Esprit de l'escalier (Cyclops Song 1),Leonard 1998,1998
"Johnston, Martin ",The recidivist (Cyclops Song 6),Leonard 1998,1998
"Johnston, Martin ","The typewriter, considered as a bee-trap",Leonard 1998,1998
"Jones, Evan",Eurydice Remembered,Leonard 1998,1998
"Jones, Evan",Generations,Leonard 1998,1998
"Jones, Evan",Him,Leonard 1998,1998
"Keesing, Nancy",Darlo and the Cross,Leonard 1998,1998
"Keesing, Nancy","Old Hardware Store, Melbourne",Leonard 1998,1998
"Kelly, Aileen",Cross Country,Leonard 1998,1998
"Kelly, Aileen",Looking for Andy,Leonard 1998,1998
"Kelly, Aileen",Substance,Leonard 1998,1998
"Kendall, Henry",A Death in the Bush,Leonard 1998,1998
"Kendall, Henry",On a Street,Leonard 1998,1998
"Kendall, Henry",Orara,Leonard 1998,1998
"Kendall, Henry",Prefatory Sonnets,Leonard 1998,1998
"Kendall, Henry",Rose Lorraine,Leonard 1998,1998
"Kendall, Henry",The Song of Ninian Melville,Leonard 1998,1998
"Kinsella, John",Heartbreak Drive,Leonard 1998,1998
"Kinsella, John",Syzygy: 16. Chemical,Leonard 1998,1998
"Lang, John Dunmore",Colonial Nomenclature [excerpt],Leonard 1998,1998
"Lang, John Dunmore","D'Entrecasteaux' Channel, Van Dieman's Land",Leonard 1998,1998
"Lawrence, Anthony ",Mark and Lars,Leonard 1998,1998
"Lawrence, Anthony ",The Capricorn,Leonard 1998,1998
"Lawrence, Anthony ",The Drive,Leonard 1998,1998
"Lawson, Henry",Freedom on the Wallaby,Leonard 1998,1998
"Lawson, Henry",Middleton's Rouseabout,Leonard 1998,1998
"Lawson, Henry",The Sliprails and the Spur,Leonard 1998,1998
"Lawson, Henry",To Victor Daley,Leonard 1998,1998
"Lawson, Henry",Up the Country,Leonard 1998,1998
"Lawson, Louisa",Back Again,Leonard 1998,1998
"Lawson, Louisa",Buried Love,Leonard 1998,1998
"Lawson, Louisa",God Give Me Gold,Leonard 1998,1998
"Lawson, Louisa",In Memoriam,Leonard 1998,1998
"Le Plastrier, Jacinta",As a child I invented a book,Leonard 1998,1998
"Le Plastrier, Jacinta",Construction Site,Leonard 1998,1998
"Lehmann, Geoffrey",The Old Rifle,Leonard 1998,1998
"Lehmann, Geoffrey",The Two Travellers,Leonard 1998,1998
"Lew, Emma ",They Flew Me in on the Concorde from Paris,Leonard 1998,1998
"Lew, Emma ",Trench Music,Leonard 1998,1998
"Lintermans, Tony ",A Bone From the Misty Days,Leonard 1998,1998
"Lintermans, Tony ",The Escape from Youth,Leonard 1998,1998
"Llewellyn, Kate",Finished,Leonard 1998,1998
"Llewellyn, Kate",Stupid,Leonard 1998,1998
"Lowe, Robert",Songs of the Squatters: 2. The Commissioner bet me a pony – I won,Leonard 1998,1998
"Lowe, Robert",Songs of the Squatters: 3. The gum has no shade,Leonard 1998,1998
"Lysenko, Myron ",Living in Coburg,Leonard 1998,1998
"Mackellar, Dorothea ",Heritage,Leonard 1998,1998
"Mackellar, Dorothea ",Once When She Thought Aloud,Leonard 1998,1998
"Mackenzie, Kenneth ",The Snake,Leonard 1998,1998
"Mackenzie, Kenneth ",Two Trinities,Leonard 1998,1998
"Maiden, Jennifer",A Summer Emotion,Leonard 1998,1998
"Maiden, Jennifer",Space Invaders,Leonard 1998,1998
"Maiden, Jennifer",The Winter Baby,Leonard 1998,1998
"Malley, Ern",Culture as Exhibit,Leonard 1998,1998
"Malley, Ern",Petit Testament,Leonard 1998,1998
"Malouf, David",Difficult Letter,Leonard 1998,1998
"Malouf, David",Early Discoveries,Leonard 1998,1998
"Manifold, J.S.",Camouflage,Leonard 1998,1998
"Manifold, J.S.",Incognito,Leonard 1998,1998
"Manifold, J.S.",Making Contact,Leonard 1998,1998
"Manifold, J.S.",To Lucasta,Leonard 1998,1998
"Martin, Philip",A Certain Love,Leonard 1998,1998
"Martin, Philip",A Sacred Way,Leonard 1998,1998
"Martin, Philip",Nursing Home,Leonard 1998,1998
"Mathieu, Jack ",That Day at Boiling Downs,Leonard 1998,1998
"Maurice, Furnley ",Echoes of Wheels and Singing Lashes,Leonard 1998,1998
"Maurice, Furnley ",Nursery Rhyme,Leonard 1998,1998
"Maurice, Furnley ",They've Builded Wooden Timber Tracks,Leonard 1998,1998
"McAuley, James",Because,Leonard 1998,1998
"McAuley, James",Childhood Morning – Homebush,Leonard 1998,1998
"McAuley, James",Envoi,Leonard 1998,1998
"McAuley, James",In Northern Tasmania,Leonard 1998,1998
"McAuley, James",In the Twentieth Century,Leonard 1998,1998
"McAuley, James",Pieta,Leonard 1998,1998
"McCrae, Hugh ",Gallows Marriage,Leonard 1998,1998
"McCrae, Hugh ",The End of Desire,Leonard 1998,1998
"McDonald, Roger ",1915,Leonard 1998,1998
"McDonald, Roger ",In the Event of Autumn,Leonard 1998,1998
"McDonald, Roger ",The Hollow Thesaurus,Leonard 1998,1998
"McDonald, Roger ",Two Summers in Moravia,Leonard 1998,1998
"McDougall, J.K.",The White Man's Burden,Leonard 1998,1998
"McMaster, Rhyll ",Case Number 5,Leonard 1998,1998
"McMaster, Rhyll ",Company Man,Leonard 1998,1998
"Meredith, Louisa Anne ",Incompleteness,Leonard 1998,1998
"Meredith, Louisa Anne ",Sun-dew,Leonard 1998,1998
"Meredith, Louisa Anne ",Water Beaux,Leonard 1998,1998
"Morgan, Mal ",Opening Myself,Leonard 1998,1998
"Morgan, Mal ",Some Dream It,Leonard 1998,1998
Mudrooroo,Aussie Dreams a Wakey-wake Time: 2,Leonard 1998,1998
Mudrooroo,Lightning Travels,Leonard 1998,1998
"Murray, Les",Bent Water in the Tasmanian Highlands,Leonard 1998,1998
"Murray, Les",Cotton Flannelette,Leonard 1998,1998
"Murray, Les","Once in a Lifetime, Snow",Leonard 1998,1998
"Murray, Les",The Broad Bean Sermon,Leonard 1998,1998
"Murray, Les",The Buladelah-Taree Holiday Song Cycle,Leonard 1998,1998
"Murray, Les",The Instrument,Leonard 1998,1998
"Murray, Les",The Last Hellos,Leonard 1998,1998
"Murray, Les",The Quality of Sprawl,Leonard 1998,1998
"Murray, Les",The Tin Wash Dish,Leonard 1998,1998
"Neilson, John Shaw",Say This for Love,Leonard 1998,1998
"Neilson, John Shaw",Schoolgirls Hastening,Leonard 1998,1998
"Neilson, John Shaw",The Crane Is My Neighbour,Leonard 1998,1998
"Neilson, John Shaw",The Hour of the Parting,Leonard 1998,1998
"Neilson, John Shaw",The Moon Was Seven Days Down,Leonard 1998,1998
"Neilson, John Shaw",The Orange Tree,Leonard 1998,1998
"Neilson, John Shaw",To the Red Lory,Leonard 1998,1998
"Neilson, John Shaw",You Cannot Go Down to the Spring,Leonard 1998,1998
"Neilson, John Shaw","You, and Yellow Air",Leonard 1998,1998
"Noonuccal, Oodgeroo",Gifts,Leonard 1998,1998
"Noonuccal, Oodgeroo",No More Boomerang,Leonard 1998,1998
"Noonuccal, Oodgeroo",We Are Going,Leonard 1998,1998
"O'Connor, Mark ",Mating Day,Leonard 1998,1998
"O'Connor, Mark ",Reef,Leonard 1998,1998
"O'Connor, Mark ","Stream so quietly, privately",Leonard 1998,1998
"O'Connor, Mark ",The Beginning,Leonard 1998,1998
"O'Connor, Mark ",The Grasshopper Man,Leonard 1998,1998
"Owen, Jan",Gone,Leonard 1998,1998
"Owen, Jan",Schoolgirls Rowing,Leonard 1998,1998
"Owen, Jan",The Kiss,Leonard 1998,1998
"Page, Geoff",A Clarence Lyric,Leonard 1998,1998
"Page, Geoff",Inscription at Villers-Bretonneux,Leonard 1998,1998
"Page, Geoff",Kokoda Corrective,Leonard 1998,1998
"Paterson, A.B.",A Bushman's Song,Leonard 1998,1998
"Paterson, A.B.",Clancy of the Overflow,Leonard 1998,1998
"Paterson, A.B.",The Geebung Polo Club,Leonard 1998,1998
"Paterson, A.B.",The Man from Snowy River,Leonard 1998,1998
"Paterson, A.B.",Waltzing Matilda,Leonard 1998,1998
Pi O,vol/fol,Leonard 1998,1998
"Pitt, Marie E.J.",City Hunger,Leonard 1998,1998
"Pitt, Marie E.J.",The Keening,Leonard 1998,1998
"Polain, Marcella ",Astronomy,Leonard 1998,1998
"Polain, Marcella ",Gastronomy,Leonard 1998,1998
"Porter, Dorothy ",Bull-Leaping,Leonard 1998,1998
"Porter, Dorothy ",The Water,Leonard 1998,1998
"Porter, Dorothy ",Why I Love Your Body,Leonard 1998,1998
"Porter, Peter",An Exequy,Leonard 1998,1998
"Porter, Peter",At Schubert's Grave,Leonard 1998,1998
"Porter, Peter",How Important Is Sex?,Leonard 1998,1998
"Porter, Peter","Non Piangere, Liu",Leonard 1998,1998
"Porter, Peter",Print Out: Apocalypse,Leonard 1998,1998
"Riddell, Elizabeth ",Occasions of Birds,Leonard 1998,1998
"Riddell, Elizabeth ",The Letter,Leonard 1998,1998
"Riddell, Elizabeth ",The Soldier in the Park,Leonard 1998,1998
"Robinson, Roland",And the Blacks are Gone,Leonard 1998,1998
"Robinson, Roland","Billy Bamboo (related by Billy Bamboo, Wallaga Lake)",Leonard 1998,1998
"Robinson, Roland","Captain Cook (related by Percy Mumbulla, Wallaga Lake)",Leonard 1998,1998
"Robinson, Roland",Inscription,Leonard 1998,1998
"Robinson, Roland","Mapooram (related by Fred Biggs, Ngeamba tribe)",Leonard 1998,1998
"Robinson, Roland",The Cradle,Leonard 1998,1998
"Robinson, Roland","The Two Sisters (related by Manoowa, from Milingimbi)",Leonard 1998,1998
"Rodriguez, Judith ",Eskimo Occasion,Leonard 1998,1998
"Rodriguez, Judith ",In-Flight Note,Leonard 1998,1998
"Rodriguez, Judith ",The Mudcrab-eaters,Leonard 1998,1998
"Rodriguez, Judith ",Towards Fog,Leonard 1998,1998
"Rose, Peter",The Only Farewell,Leonard 1998,1998
"Rose, Peter",Vantage,Leonard 1998,1998
"Ryan, Gig",Loose Red,Leonard 1998,1998
"Ryan, Gig",Six Goodbyes,Leonard 1998,1998
"Ryan, Gig",The Cross/The Bay,Leonard 1998,1998
"Salom, Philip",Bicentennial – Living Other Lives,Leonard 1998,1998
"Salom, Philip",The Chamber and Chamberlain,Leonard 1998,1998
"Saravanamuttu, Dipti ",Like Yeast in Bread,Leonard 1998,1998
"Saravanamuttu, Dipti ",Poem,Leonard 1998,1998
"Scott, John",Polka,Leonard 1998,1998
"Scott, John",Pride of Erin,Leonard 1998,1998
"Scott, John",Reverie,Leonard 1998,1998
"Scott, John",The Celebration,Leonard 1998,1998
"Scott, Margaret ",Grandchild,Leonard 1998,1998
"Scott, Margaret ",Surfers,Leonard 1998,1998
"Shapcott, Thomas",Near the School for Handicapped Children,Leonard 1998,1998
"Shapcott, Thomas",Those who have seen visions,Leonard 1998,1998
"Skovron, Alex ",Almost,Leonard 1998,1998
"Skovron, Alex ",Glissando,Leonard 1998,1998
"Skovron, Alex ",Legend,Leonard 1998,1998
"Skovron, Alex ",The Hair,Leonard 1998,1998
"Slessor, Kenneth",A Bird Sang in the Jaws of Night,Leonard 1998,1998
"Slessor, Kenneth",Beach Burial,Leonard 1998,1998
"Slessor, Kenneth",Country Towns,Leonard 1998,1998
"Slessor, Kenneth",Five Bells,Leonard 1998,1998
"Slessor, Kenneth","Five Visions of Captain Cook: V. After the candles had gone out, and those",Leonard 1998,1998
"Slessor, Kenneth",Nuremberg,Leonard 1998,1998
"Slessor, Kenneth",Out of Time,Leonard 1998,1998
"Slessor, Kenneth",South Country,Leonard 1998,1998
"Slessor, Kenneth",The Night-Ride,Leonard 1998,1998
"Slessor, Kenneth",Up in Mabel's Room,Leonard 1998,1998
"Speers, Edith ",Why I Like Men,Leonard 1998,1998
"Steele, Peter",April Fool,Leonard 1998,1998
