Author,Poem,Anthology,Date
"Neilson, John Shaw ",Love's Coming,Kinsella 2009,2009
"Neilson, John Shaw ",The Crane Is My Neighbour,Kinsella 2009,2009
"Neilson, John Shaw ",The Orange Tree,Kinsella 2009,2009
"Noonuccal, Oodgeroo","Gooboora, the Silent Pool",Kinsella 2009,2009
"Noonuccal, Oodgeroo",Municipal Gum,Kinsella 2009,2009
"Noonuccal, Oodgeroo",Namatjira,Kinsella 2009,2009
"O'Dowd, Bernard ",Australia,Kinsella 2009,2009
"Ouyang, Yu",Moon Over Melbourne,Kinsella 2009,2009
"Owen, Jan ",Blue Bowl,Kinsella 2009,2009
"Page, Geoff",Inscription at Villers-Bretonneux,Kinsella 2009,2009
"Page, Geoff",Smalltown Memorials,Kinsella 2009,2009
"Palmer, Vance",The Farmer Remembers the Somme,Kinsella 2009,2009
"Palmer, Vance",These Are My People,Kinsella 2009,2009
"Papertalk-Green, Charmaine ",Culture Way,Kinsella 2009,2009
"Papertalk-Green, Charmaine ",Wanna be White,Kinsella 2009,2009
"Paterson, A.B.",The Man from Ironbark,Kinsella 2009,2009
"Perry, Grace",Red Scarf,Kinsella 2009,2009
"Phillips, Glen ",Spring Burning,Kinsella 2009,2009
Pi O,Yoori,Kinsella 2009,2009
"Picot, James",To the Rosella in the Poinsettia Tree,Kinsella 2009,2009
"Porter, Dorothy",Bluebottles,Kinsella 2009,2009
"Porter, Dorothy",PMT,Kinsella 2009,2009
"Porter, Hal",Obverse,Kinsella 2009,2009
"Porter, Peter",An Exequy,Kinsella 2009,2009
"Porter, Peter",Max is Missing,Kinsella 2009,2009
"Porter, Peter",Phar Lap in the Melbourne Museum,Kinsella 2009,2009
"Rankin, Jennifer ",Burning Off,Kinsella 2009,2009
"Riddell, Elizabeth ",News of a Baby,Kinsella 2009,2009
"Robinson, Michael Massey ",Song,Kinsella 2009,2009
"Robinson, Roland ",Casuarina,Kinsella 2009,2009
"Rodriguez, Judith ",Nu-plastik Fanfare Red,Kinsella 2009,2009
"Rolls, Eric",Sheaf Tosser,Kinsella 2009,2009
"Rose, Peter ",Rattus Rattus,Kinsella 2009,2009
"Rowbotham, David ",First Man Lost in Space,Kinsella 2009,2009
"Ryan, Gig",Swoons,Kinsella 2009,2009
"Ryan, Gig",Travel,Kinsella 2009,2009
"Ryan, Tracy ",Hair,Kinsella 2009,2009
"Salom, Philip ",Barbecue of the Primitives,Kinsella 2009,2009
"Sant, Andrew ",Mussolini's Umbrella,Kinsella 2009,2009
"Savige, Jaya ",The Master of Small Violences,Kinsella 2009,2009
"Scott, John A.",My Favourite Things,Kinsella 2009,2009
"Shapcott, Thomas ",Chekhov's Mongoose,Kinsella 2009,2009
"Sherborne, Craig ",Strapper,Kinsella 2009,2009
"Simpson, R.A.",Diver,Kinsella 2009,2009
"Skovron, Alex ",The Steeples,Kinsella 2009,2009
"Skrzynecki, Peter ",Migrant Hostel,Kinsella 2009,2009
"Sladen, Douglas ",Under the Wattle,Kinsella 2009,2009
"Slessor, Kenneth",Beach Burial,Kinsella 2009,2009
"Slessor, Kenneth",Choker's Lane,Kinsella 2009,2009
"Slessor, Kenneth",Five Bells,Kinsella 2009,2009
"Slessor, Kenneth",Sleep,Kinsella 2009,2009
"Smith, Vivian ",Convolvulus,Kinsella 2009,2009
"Stasko, Nicolette ",Dislocation,Kinsella 2009,2009
"Stewart, Harold",The Leaf-makers,Kinsella 2009,2009
"Stow, Randolph ",On a Favourite Cat,Kinsella 2009,2009
"Stow, Randolph ",The Land's Meaning,Kinsella 2009,2009
"Strauss, Jennifer ",Tending the Graves,Kinsella 2009,2009
"Sykes, Roberta ",Cycle,Kinsella 2009,2009
"Talbot, Norman ",The Uncommercial Traveller,Kinsella 2009,2009
"Taylor, Alf ",Moorditj Yorgah,Kinsella 2009,2009
"Taylor, Andrew",Folds in the Map,Kinsella 2009,2009
"Taylor, Andrew",The Gardener and His Garden: A Dialogue,Kinsella 2009,2009
The Boulder Bard (Willy-Willy),Ode to West Australia,Kinsella 2009,2009
"Thiele, Colin",Radiation Victim,Kinsella 2009,2009
"Tipping, Richard ",Soft Riots / TV News,Kinsella 2009,2009
"Tompson, Charles ",Ode V. to Sylvia,Kinsella 2009,2009
"Tranter, John ",Glow-Boys,Kinsella 2009,2009
"Tranter, John ",Lufthansa,Kinsella 2009,2009
"Tranter, John ",Voodoo,Kinsella 2009,2009
"Tsaloumas, Dimitris ",The Harbour,Kinsella 2009,2009
"Unaipon, David ",Narrinyeri Saying,Kinsella 2009,2009
"Unaipon, David ",Song of the Platypus,Kinsella 2009,2009
"Unaipon, David ",The Song of Hungarrda,Kinsella 2009,2009
"Vallis, Val",Shipwright,Kinsella 2009,2009
"Vallis, Val",The Mooring Buoy,Kinsella 2009,2009
Viator (Charles W. Andree Hayward) ,Along the Road to Cue,Kinsella 2009,2009
"Viidikas, Vicki ",Future,Kinsella 2009,2009
"Vrepont, Brian",The Net Menders,Kinsella 2009,2009
"Wallace-Crabbe, Chris ",Chaos,Kinsella 2009,2009
"Wallace-Crabbe, Chris ",Melbourne,Kinsella 2009,2009
"Wallace-Crabbe, Chris ",Out to Lunch,Kinsella 2009,2009
"Walwicz, Ania ",Australia,Kinsella 2009,2009
"Walwicz, Ania ",Little Red Riding Hood,Kinsella 2009,2009
Wangkangurra People,Songs of the Knob-tailed Gecko,Kinsella 2009,2009
"Webb, Francis ",Cap and Bells,Kinsella 2009,2009
"Webb, Francis ",Pneumo-Encephalograph,Kinsella 2009,2009
"Wei Wei Lo, Miriam ",Searching for Words,Kinsella 2009,2009
"Whately, Richard ",There Is a Place in Distant Seas,Kinsella 2009,2009
Williams,Whirlwind - Talu,Kinsella 2009,2009
"Wright, Judith",At Cooloolah,Kinsella 2009,2009
"Wright, Judith",Flying-Fox on Barbed Wire,Kinsella 2009,2009
"Wright, Judith",Naked Girl and Mirror,Kinsella 2009,2009
"Wright, Judith",Request to a Year,Kinsella 2009,2009
Wullati,Native Poetry,Kinsella 2009,2009
"Zwicky, Fay ",Bride Drinking from a Pool,Kinsella 2009,2009
"Adams, Arthur H.",The Australian,Leonard 2009,2009
"Adamson, Robert",Canticle for the Bicentennial Dead,Leonard 2009,2009
"Adamson, Robert",Into Forest,Leonard 2009,2009
"Adamson, Robert",The Goldfinches of Baghdad,Leonard 2009,2009
"Adamson, Robert",The Language of Oysters,Leonard 2009,2009
"Aitken, Adam",S 21,Leonard 2009,2009
"Albiston, Jordie",Headcount (1788),Leonard 2009,2009
"Albiston, Jordie",Maximus,Leonard 2009,2009
"Albiston, Jordie",The Fall,Leonard 2009,2009
Anonymous,Australian Courtship,Leonard 2009,2009
Anonymous,Click Go the Shears,Leonard 2009,2009
Anonymous,The Banks of the Condamine,Leonard 2009,2009
Anonymous,The Bastard from the Bush,Leonard 2009,2009
Anonymous,The Eumerella Shore,Leonard 2009,2009
Anonymous,The Female Transport,Leonard 2009,2009
Anonymous,Van Diemen's Land,Leonard 2009,2009
Anonymous,Wallaby Stew,Leonard 2009,2009
"Auchterlonie, Dorothy",Night at the Opera,Leonard 2009,2009
Australie (Emily Manning),From the Clyde to Braidwood,Leonard 2009,2009
"Bateson, Catherine ",Learning to Swim,Leonard 2009,2009
"Beaver, Bruce ",Anima [excerpt],Leonard 2009,2009
"Beaver, Bruce ",Something for the Birds,Leonard 2009,2009
"Beveridge, Judith",Bahadour,Leonard 2009,2009
"Beveridge, Judith",The Domesticity of Giraffes,Leonard 2009,2009
"Beveridge, Judith",Yachts,Leonard 2009,2009
"Blight, John",Down from the Country,Leonard 2009,2009
"Blight, John",Pearl Perch,Leonard 2009,2009
"Boake, Barcroft ",Where the Dead Men Lie,Leonard 2009,2009
"Boyle, Peter",Everyday,Leonard 2009,2009
"Brennan, Christopher ",Because She Would Ask Me Why I Loved Her,Leonard 2009,2009
"Brennan, Christopher ",The Forest of Night [excerpt],Leonard 2009,2009
"Brennan, Christopher ",The Wanderer [excerpts],Leonard 2009,2009
"Brennan, Christopher ",Towards the Source [excerpt],Leonard 2009,2009
"Brophy, Kevin",Walking Towards Sunset,Leonard 2009,2009
"Brophy, Kevin",What I Believe,Leonard 2009,2009
"Buckley, Vincent",A Tincture of Budapest,Leonard 2009,2009
"Buckley, Vincent",Give me time and I'll tell you,Leonard 2009,2009
"Buckley, Vincent",Golden Builders [excerpts],Leonard 2009,2009
"Buckley, Vincent",Small Brown Poem for Grania Buckley,Leonard 2009,2009
"Buckley, Vincent",Stroke,Leonard 2009,2009
"Caddy, Caroline ",Solitude,Leonard 2009,2009
"Cambridge, Ada",By the Camp Fire,Leonard 2009,2009
"Cambridge, Ada",Fallen,Leonard 2009,2009
"Cambridge, Ada",Influence,Leonard 2009,2009
"Campbell, David",Ariel,Leonard 2009,2009
"Campbell, David",On Frosty Days,Leonard 2009,2009
"Campbell, David",Snake,Leonard 2009,2009
"Campbell, David",The Australian Dream,Leonard 2009,2009
"Campbell, David",We Took the Storms to Bed,Leonard 2009,2009
"Campbell, David",Windy Gap,Leonard 2009,2009
"Campbell, Elizabeth ",Inferno,Leonard 2009,2009
"Campbell, Elizabeth ",Proverb,Leonard 2009,2009
"Cato, Nancy",Great Aunt Ada,Leonard 2009,2009
"Cato, Nancy",The Dead Swagman,Leonard 2009,2009
"Croft, Julian",Labour and Capital,Leonard 2009,2009
"Croft, Julian",Sandworm,Leonard 2009,2009
"Croggon, Alison",Language,Leonard 2009,2009
"Croggon, Alison",Ode,Leonard 2009,2009
"Croggon, Alison",The Elwood Organic Fruit and Vegetable Shop,Leonard 2009,2009
"Croll, R.H.",Australia (in Contemporary Literature),Leonard 2009,2009
"Cross, Zora",Love Sonnets [excerpts],Leonard 2009,2009
"Cvetkovic, Lidija ",The Fugitive,Leonard 2009,2009
"Daley, Victor J. ",The Dove,Leonard 2009,2009
"Daley, Victor J. ",The Woman at the Washtub,Leonard 2009,2009
"Davis, Jack",Camped in the Bush,Leonard 2009,2009
"Davis, Jack",John Pat,Leonard 2009,2009
"Dawe, Bruce",A Park in the Balkans,Leonard 2009,2009
"Dawe, Bruce",Betrayers,Leonard 2009,2009
"Dawe, Bruce",Doctor to Patient,Leonard 2009,2009
"Dawe, Bruce",Drifters,Leonard 2009,2009
"Dawe, Bruce",Going,Leonard 2009,2009
"Dawe, Bruce",Homecoming,Leonard 2009,2009
"Day, Sarah",Navigator,Leonard 2009,2009
"Day, Sarah",Olive Grove,Leonard 2009,2009
"Dennis, C.J.",The Play,Leonard 2009,2009
"Dobson, Rosemary",Cock Crow,Leonard 2009,2009
"Dobson, Rosemary",Folding the Sheets,Leonard 2009,2009
"Dobson, Rosemary",The Bystander,Leonard 2009,2009
"Dobson, Rosemary",The Rape of Europa,Leonard 2009,2009
"Dransfield, Michael",Fix,Leonard 2009,2009
"Dunlop, Eliza Hamilton ",The Aboriginal Mother,Leonard 2009,2009
"Edgar, Stephen",Destiny,Leonard 2009,2009
"Edgar, Stephen",Made to Measure,Leonard 2009,2009
"Edwards, Rebecca",Draw a Lion,Leonard 2009,2009
"Edwards, Rebecca",The Mothers,Leonard 2009,2009
"Edwards, Rebecca",The Young Milton Moon Throws His Pots into the Brisbane River,Leonard 2009,2009
"Elder, Anne ",The Love Fight,Leonard 2009,2009
"Elder, Anne ",The White Spider,Leonard 2009,2009
"Emery, Brook ",Approaching the Edge,Leonard 2009,2009
"Emery, Brook ",Postscript: Like Picasso,Leonard 2009,2009
"Fahey, Diane ",Andromeda,Leonard 2009,2009
"Fahey, Diane ",Dressmaker,Leonard 2009,2009
"Fahey, Diane ",Earwigs,Leonard 2009,2009
"Field, Barron",On Reading the Controversy Between Lord Byron and Mr Bowles,Leonard 2009,2009
"Field, Barron",Sonnet,Leonard 2009,2009
"FitzGerald, Robert D.",In Personal Vein,Leonard 2009,2009
"FitzGerald, Robert D.",The Face of the Waters,Leonard 2009,2009
"FitzGerald, Robert D.",The Wind at Your Door,Leonard 2009,2009
"Fogarty, Lionel",Frisky Poem and Risky,Leonard 2009,2009
"Foott, Mary Hannay",Where the Pelican Builds,Leonard 2009,2009
"Forbes, John",Four Heads and How to Do Them,Leonard 2009,2009
"Forbes, John",Love Poem,Leonard 2009,2009
"Forbes, John",Ode to Karl Marx,Leonard 2009,2009
"Forbes, John","Speed, a Pastoral",Leonard 2009,2009
Frank the Poet (Francis MacNamara),For the Company Underground,Leonard 2009,2009
"Fullerton, Mary",A Man's a Sliding Mood,Leonard 2009,2009
"Fullerton, Mary",Body,Leonard 2009,2009
"Fullerton, Mary",Emus,Leonard 2009,2009
"Fullerton, Mary",The Selector's Wife,Leonard 2009,2009
"Gaskin, Claire",All the Blue Rushing Through the Pinpoint of an Iris,Leonard 2009,2009
"Gaskin, Claire",The Evening Is Loud with Life,Leonard 2009,2009
"Gellert, Leon",A Night Attack,Leonard 2009,2009
"Gellert, Leon",House-mates,Leonard 2009,2009
"Gellert, Leon",The Last to Leave,Leonard 2009,2009
"Gibian, Jane",Parts of the Tongue,Leonard 2009,2009
"Gilbert, Kevin",Consultation,Leonard 2009,2009
"Gilbert, Kevin",The Soldier's Reward,Leonard 2009,2009
"Giles, Barbara",Learning All the Words in the World,Leonard 2009,2009
"Giles, Barbara",Moonlighting,Leonard 2009,2009
"Gilmore, Mary",Eve-Song,Leonard 2009,2009
"Gilmore, Mary",Fourteen Men,Leonard 2009,2009
"Gilmore, Mary",Nationality,Leonard 2009,2009
"Gilmore, Mary",The Hunter of the Black,Leonard 2009,2009
"Gilmore, Mary",The Yarran-tree,Leonard 2009,2009
"Goldsworthy, Peter",Alcohol,Leonard 2009,2009
"Goodge, W.T.",Federation,Leonard 2009,2009
"Goodge, W.T.",Life,Leonard 2009,2009
"Gordon, Adam Lindsay ",Cui Bono,Leonard 2009,2009
"Gordon, Adam Lindsay ",The Sick Stockrider,Leonard 2009,2009
"Gould, Alan ",An Interrogator's Opening Remarks,Leonard 2009,2009
"Gould, Alan ",Intently,Leonard 2009,2009
"Gould, Alan ",The Move from Shelter,Leonard 2009,2009
"Gray, Robert",In Departing Light,Leonard 2009,2009
"Gray, Robert",Journey: The North Coast,Leonard 2009,2009
"Harford, Lesbia",A Prayer to Saint Rosa,Leonard 2009,2009
"Harford, Lesbia",Closing Time: Public Library,Leonard 2009,2009
"Harford, Lesbia",Do you remember still the little song,Leonard 2009,2009
"Harford, Lesbia",I Can't Feel the Sunshine,Leonard 2009,2009
"Harford, Lesbia","I'm like all others, wanting love to be",Leonard 2009,2009
"Harpur, Charles",A Flight of Wild Ducks,Leonard 2009,2009
"Harpur, Charles",A Mid-Summer Noon in the Australian Forest,Leonard 2009,2009
"Harpur, Charles",Early and Late Art,Leonard 2009,2009
"Harpur, Charles",Modern Poetry,Leonard 2009,2009
"Harpur, Charles",The Beautiful Squatter,Leonard 2009,2009
"Harpur, Charles",The Creek of the Four Graves,Leonard 2009,2009
"Harpur, Charles","To Myself, June 1855",Leonard 2009,2009
"Harris, Robert ",They Assume the Survivors are Australian,Leonard 2009,2009
"Harrison, Jennifer",Cancer Poem,Leonard 2009,2009
"Harrison, Jennifer",Electra,Leonard 2009,2009
"Harrison, Jennifer",Fauna of Mirrors,Leonard 2009,2009
"Harrison, Jennifer",Museum Flute,Leonard 2009,2009
"Harrison, Martin ",Late Western Thought,Leonard 2009,2009
"Harry, J.S.",Honesty-Stones,Leonard 2009,2009
"Harry, J.S.",Wind Painting,Leonard 2009,2009
"Hart, Kevin",Beneath the Ode,Leonard 2009,2009
"Hart, Kevin",The Bird Is Close,Leonard 2009,2009
"Hart, Kevin",The Calm,Leonard 2009,2009
"Hart-Smith, William ",Baiamai's Never-Failing Stream,Leonard 2009,2009
"Hart-Smith, William ",Relativity,Leonard 2009,2009
"Harwood, Gwen ",A Simple Story,Leonard 2009,2009
"Harwood, Gwen ",An Impromptu for Ann Jennings,Leonard 2009,2009
"Harwood, Gwen ",Carnal Knowledge I,Leonard 2009,2009
"Harwood, Gwen ",Death Has No Features of His Own,Leonard 2009,2009
"Harwood, Gwen ",Night Thoughts: Baby and Demon,Leonard 2009,2009
"Harwood, Gwen ",Oyster Cove,Leonard 2009,2009
"Harwood, Gwen ",The Sea Anemones,Leonard 2009,2009
"Harwood, Gwen ",The Twins,Leonard 2009,2009
"Harwood, Gwen (Walter Lehmann)",In the Park,Leonard 2009,2009
"Hellyer, Jill",Living with Aunts,Leonard 2009,2009
"Hewett, Dorothy",Grave Fairytale,Leonard 2009,2009
"Hewett, Dorothy",The Runner,Leonard 2009,2009
"Hill, Fidelia S. T.",Recollections,Leonard 2009,2009
"Hodgins, Philip",Apologies,Leonard 2009,2009
"Hodgins, Philip",Shooting the Dogs,Leonard 2009,2009
"Hodgins, Philip",The Land Itself,Leonard 2009,2009
"Holland-Batt, Sarah",Mythos,Leonard 2009,2009
"Holland-Batt, Sarah",Winter Harmonica,Leonard 2009,2009
"Holt, L.K.",Man Is Wolf to Man,Leonard 2009,2009
"Holt, L.K.",Waking: for Kafka,Leonard 2009,2009
"Holt, Yvette ",Storyteller,Leonard 2009,2009
"Hope, A.D.",Ascent into Hell,Leonard 2009,2009
"Hope, A.D.",Australia,Leonard 2009,2009
"Hope, A.D.",Crossing the Frontier,Leonard 2009,2009
"Hope, A.D.",Imperial Adam,Leonard 2009,2009
"Hope, A.D.",Inscription for a War,Leonard 2009,2009
"Hope, A.D.",Moschus Moschiferus,Leonard 2009,2009
"Hope, A.D.",On an Engraving by Casserius,Leonard 2009,2009
"Hope, A.D.",The Mayan Books,Leonard 2009,2009
Hugo,The Gin,Leonard 2009,2009
"Hull, Coral",Liverpool,Leonard 2009,2009
"Jenkins, John",Push This Wall Back,Leonard 2009,2009
"Jenkins, John",Six O'Clock Swill,Leonard 2009,2009
"Johnston, Martin",Esprit de L'Escalier,Leonard 2009,2009
"Johnston, Martin",The Recidivist,Leonard 2009,2009
"Johnston, Martin","The Typewriter, Considered as a Bee-Trap",Leonard 2009,2009
"Jones, Emma",Winnowing,Leonard 2009,2009
"Jones, Evan",Eurydice Remembered,Leonard 2009,2009
"Jones, Evan",Generations,Leonard 2009,2009
"Jones, Evan",Him,Leonard 2009,2009
"Keesing, Nancy","Old Hardware Store, Melbourne",Leonard 2009,2009
"Keesing, Nancy",Olympus,Leonard 2009,2009
"Kelly, Aileen",Encounters with My Mother's Ghost,Leonard 2009,2009
"Kelly, Aileen",They Flee from Me,Leonard 2009,2009
"Kendall, Henry",A Death in the Bush,Leonard 2009,2009
"Kendall, Henry",On a Street,Leonard 2009,2009
"Kendall, Henry",Prefatory Sonnets,Leonard 2009,2009
"Kendall, Henry",The Song of Ninian Melville,Leonard 2009,2009
"Kinsella, John",Visitant Eclogue,Leonard 2009,2009
"Kinsella, John",Yellow,Leonard 2009,2009
"Kirkpatrick, Peter","Texas, Queensland",Leonard 2009,2009
"Kirkpatrick, Peter","Wally, Wally",Leonard 2009,2009
"Lang, John Dunmore",Colonial Nomenclature,Leonard 2009,2009
"Lang, John Dunmore","D'Entrecasteaux' Channel, Van Dieman's Land",Leonard 2009,2009
"Lawrence, Anthony ",Bait Ball,Leonard 2009,2009
"Lawrence, Anthony ",Mark and Lars,Leonard 2009,2009
"Lawrence, Anthony ",The Drive,Leonard 2009,2009
"Lawson, Henry",Freedom on the Wallaby,Leonard 2009,2009
"Lawson, Henry",Middleton's Rouseabout,Leonard 2009,2009
"Lawson, Henry",The Sliprails and the Spur,Leonard 2009,2009
"Lawson, Henry",To Victor Daley,Leonard 2009,2009
"Lawson, Henry",Up the Country,Leonard 2009,2009
"Lawson, Louisa",Back Again,Leonard 2009,2009
"Lawson, Louisa",God Give Me Gold,Leonard 2009,2009
"Lawson, Louisa",In Memoriam,Leonard 2009,2009
"Lea, Bronwyn ",A Place,Leonard 2009,2009
"Lea, Bronwyn ",The Cairn,Leonard 2009,2009
"Lehmann, Geoffrey",Parenthood,Leonard 2009,2009
"Lehmann, Geoffrey",The Old Rifle,Leonard 2009,2009
"Lehmann, Geoffrey",The Two Travellers,Leonard 2009,2009
"Lew, Emma",Pursuit,Leonard 2009,2009
"Lew, Emma",The Tale of Dark Louise,Leonard 2009,2009
"Lintermans, Tony ",Heat,Leonard 2009,2009
"Lintermans, Tony ",The Escape from Youth,Leonard 2009,2009
"Lomer, Kathryn",Bats,Leonard 2009,2009
"Lowe, Robert ",Songs of the Squatters [excerpts],Leonard 2009,2009
"Mackellar, Dorothea ",Heritage,Leonard 2009,2009
"Mackellar, Dorothea ",My Country,Leonard 2009,2009
"Mackenzie, Kenneth",The Snake,Leonard 2009,2009
"Mackenzie, Kenneth",Two Trinities,Leonard 2009,2009
"Magee, Paul",Elegy,Leonard 2009,2009
"Magee, Paul",Study,Leonard 2009,2009
"Malley, Ern",Petit Testament,Leonard 2009,2009
"Malouf, David",Confessions of an Only Child,Leonard 2009,2009
"Malouf, David",Into the Blue,Leonard 2009,2009
"Manifold, J.S.",Incognito,Leonard 2009,2009
"Manifold, J.S.",Making Contact,Leonard 2009,2009
"Manifold, J.S.","The Tomb of Lt. John Learmonth, AIF",Leonard 2009,2009
"Martin, Philip",Nursing Home,Leonard 2009,2009
"Mateer, John",Autumn is Everywhere,Leonard 2009,2009
"Mateer, John",Cemiterio Da Ajuda,Leonard 2009,2009
"Mateer, John",The Monkey-seller's Stall,Leonard 2009,2009
"Mathieu, Jack",That Day at Boiling Downs,Leonard 2009,2009
"Maurice, Furnley (Frank Wilmot)",Echoes of Wheels and Singing Lashes,Leonard 2009,2009
"Maurice, Furnley (Frank Wilmot)",Nursery Rhyme,Leonard 2009,2009
"Maurice, Furnley (Frank Wilmot)",They've Builded Wooded Timber Tracks,Leonard 2009,2009
"McAuley, James ",Because,Leonard 2009,2009
"McAuley, James ",Celebration of Love,Leonard 2009,2009
"McAuley, James ",Childhood Morning - Homebush,Leonard 2009,2009
"McAuley, James ",Pieta,Leonard 2009,2009
"McAuley, James ",The Hazard and the Gift,Leonard 2009,2009
"McDermott, Dennis ",Dorothy's Skin,Leonard 2009,2009
"McDermott, Dennis ",The Up Train,Leonard 2009,2009
"McDonald, Roger ",Two Summers in Moravia,Leonard 2009,2009
"McDougall, J.K.",The White Man's Burden,Leonard 2009,2009
"McKenzie, Geraldine",The Honey-Pit,Leonard 2009,2009
"Meredith, Louisa Anne",Water Beaux,Leonard 2009,2009
"Miles, Graeme",Two Guesses at Immortality,Leonard 2009,2009
"Murray, Les ",It Allows a Portrait in Line-Scan at Fifteen,Leonard 2009,2009
"Murray, Les ",On the North Coast Line,Leonard 2009,2009
"Murray, Les ","Once in a Lifetime, Snow",Leonard 2009,2009
"Murray, Les ",The Broad Bean Sermon,Leonard 2009,2009
"Murray, Les ",The Dream of Wearing Shorts Forever,Leonard 2009,2009
"Murray, Les ",The Future,Leonard 2009,2009
"Murray, Les ",The Instrument,Leonard 2009,2009
"Murray, Les ",The Last Hellos,Leonard 2009,2009
"Musgrave, David",Lagoon,Leonard 2009,2009
"Neilson, John Shaw",Say This for Love,Leonard 2009,2009
"Neilson, John Shaw",Schoolgirls Hastening,Leonard 2009,2009
"Neilson, John Shaw",The Crane Is My Neighbour,Leonard 2009,2009
"Neilson, John Shaw",The Moon Was Seven Days Down,Leonard 2009,2009
"Neilson, John Shaw",The Orange Tree,Leonard 2009,2009
"Neilson, John Shaw",To the Red Lory,Leonard 2009,2009
"Neilson, John Shaw",You Cannot Go Down to the Spring,Leonard 2009,2009
"Neilson, John Shaw","You, and Yellow Air",Leonard 2009,2009
"Noonuccal, Oodgeroo",Ballad of the Totems,Leonard 2009,2009
"Noonuccal, Oodgeroo",Biami,Leonard 2009,2009
"Noonuccal, Oodgeroo",Gifts,Leonard 2009,2009
"Noonuccal, Oodgeroo",Municipal Gum,Leonard 2009,2009
"Noonuccal, Oodgeroo",No More Boomerang,Leonard 2009,2009
"O'Connor, Mark ","Nemargon, the Lightning Grasshopper",Leonard 2009,2009
"O'Connor, Mark ",The Beginning,Leonard 2009,2009
"O'Connor, Mark ",The Sun Hunters,Leonard 2009,2009
"Owen, Jan",Freesias,Leonard 2009,2009
"Owen, Jan",Horizon,Leonard 2009,2009
"Owen, Jan",Port Lincoln,Leonard 2009,2009
"Owen, Jan",Seascape With Young Girl,Leonard 2009,2009
"Owen, Jan",The Kiss,Leonard 2009,2009
"Page, Geoff",Adulterers,Leonard 2009,2009
"Page, Geoff",The Poem That You Haven't Seen,Leonard 2009,2009
"Paterson, A.B.",Clancy of the Overflow,Leonard 2009,2009
"Paterson, A.B.",The Geebung Polo Club,Leonard 2009,2009
"Paterson, A.B.",The Man from Snowy River,Leonard 2009,2009
"Paterson, A.B.",The Travelling Post Office,Leonard 2009,2009
"Paterson, A.B.",Waltzing Matilda,Leonard 2009,2009
Pi O,He:Her,Leonard 2009,2009
"Pitt, Marie E. J.",The Keening,Leonard 2009,2009
"Polain, Marcella",Marathon,Leonard 2009,2009
"Polain, Marcella",Writer's Subject,Leonard 2009,2009
"Porter, Dorothy ",Bull-Leaping,Leonard 2009,2009
"Porter, Dorothy ",The Water,Leonard 2009,2009
"Porter, Peter ",An Exequy,Leonard 2009,2009
"Porter, Peter ",Basta Sangue,Leonard 2009,2009
"Porter, Peter ",Both Ends Against the Middle,Leonard 2009,2009
"Porter, Peter ",How Important is Sex?,Leonard 2009,2009
"Porter, Peter ","Non Piangere, Liu",Leonard 2009,2009
"Porter, Peter ",The Sadness of the Creatures,Leonard 2009,2009
"Riddell, Elizabeth ",The Children March,Leonard 2009,2009
"Riddell, Elizabeth ",The Letter,Leonard 2009,2009
"Riemer, Nick",The Fence,Leonard 2009,2009
"Robinson, Roland",Mapooram,Leonard 2009,2009
"Robinson, Roland",The Two Sisters,Leonard 2009,2009
"Robinson, Roland ",Billy Bamboo,Leonard 2009,2009
"Robinson, Roland ",The Dancers,Leonard 2009,2009
"Rodriguez, Judith",In-Flight Note,Leonard 2009,2009
"Rodriguez, Judith",The Mudcrab-Eaters,Leonard 2009,2009
"Rose, Peter",Vantage,Leonard 2009,2009
"Ryan, Gig",The Cross / The Bay,Leonard 2009,2009
"Salom, Philip",Driving to Bury His Ashes,Leonard 2009,2009
"Salom, Philip",The Composer Shostakovich Orders His Funeral,Leonard 2009,2009
"Saravanamuttu, Dipti ",Anatolian Sonata,Leonard 2009,2009
"Saravanamuttu, Dipti ",Dingo Trails,Leonard 2009,2009
"Saravanamuttu, Dipti ",Talk of Angels,Leonard 2009,2009
"Scott, John",Polka,Leonard 2009,2009
"Scott, John",Pride of Erin,Leonard 2009,2009
"Scott, Margaret",Grandchild,Leonard 2009,2009
"Scott, Margaret",Surfers,Leonard 2009,2009
"Shapcott, Thomas ",Australian Horizons,Leonard 2009,2009
"Shapcott, Thomas ",The City of Empty Rooms,Leonard 2009,2009
"Shapcott, Thomas ",Those Who Have Seen Visions,Leonard 2009,2009
"Sharkey, Michael",Lucky for Some,Leonard 2009,2009
"Sharkey, Michael",Signs and Wonders,Leonard 2009,2009
"Skovron, Alex ",Some Precepts of Postmodern Mourning,Leonard 2009,2009
"Skovron, Alex ",Supper Song,Leonard 2009,2009
"Skovron, Alex ",The Note,Leonard 2009,2009
"Slessor, Kenneth",Beach Burial,Leonard 2009,2009
"Slessor, Kenneth",Captain Dobbin,Leonard 2009,2009
"Slessor, Kenneth",Country Towns,Leonard 2009,2009
"Slessor, Kenneth",Five Bells,Leonard 2009,2009
"Slessor, Kenneth",Nuremberg,Leonard 2009,2009
"Slessor, Kenneth",Out of Time,Leonard 2009,2009
"Slessor, Kenneth",South Country,Leonard 2009,2009
"Slessor, Kenneth",The Night-Ride,Leonard 2009,2009
"Smith, Vivian",For My Daughter,Leonard 2009,2009
"Smith, Vivian",Night Life,Leonard 2009,2009
"Steele, Peter",Dreaming the Bridge,Leonard 2009,2009
