creator	translator	title	genre	pages	volume	issue	date	journal title	journal subtitle	issue name	journal editor	publisher	journal location	issue length (pp)	issue height (cm)	issue width (cm)
"Aldington, Richard"		Epigrams: Beauty	poetry	26-26	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Randall, Alec W. G."		Poetry and Patriotism	articles	26-27	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		The French Word in Modern Prose―II: Henri Barbusse: 'L'Enfer'	articles	27-28	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Cournos, John"		Aleksei Remizov	articles	28-29	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Kristian, Roald"		Woodcut of Aleksei Remizov	images	28-28	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Carter, Huntly"		Spontaneitics	articles	29-30	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Kreymborg, Alfred"		American Poems: Cézanne	poetry	30-30	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Wagstaff, Blanche Shoemaker"		American Poems: In a Café	poetry	30-30	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Glaenzer, Richard Butler"		American Poems: The Fruit-Vendor	poetry	30-30	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Hoyt, Helen"		American Poems: In the Park	poetry	30-30	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Shanafelt, Clara"		American Poems: July Morning	poetry	30-30	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Flint, F. S."		Correspondence: The Fantaisiste Spirit in Modern French Music	letters	30-30	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Groff, Alice"		Correspondence: Mr. Alan Adair and Anarchy	letters	31-31	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Groff, Alice"		Correspondence: The Social Ego and Rebellion	letters	31-31	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Advertisements	advertisements	31-32	3	2	1916-02-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Contents	articles	33-33	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. S. W.		Views and Comments	articles	33-35	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. D.		The Last Gift	poetry	35-35	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		Passing Paris	articles	36-37	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lowell, Amy"		August: Late Afternoon	poetry	37-37	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lowell, Amy"		Dog-Days	poetry	37-37	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lowell, Amy"		The Pond	poetry	37-37	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Pound, Ezra"		Meditatio―I	articles	37-38	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Milosz, O. W."		French Poems: Insomnie	poetry	38-39	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		Fantasies: Religious Landscape	poetry	39-39	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		Fantasies: Book Shelves	poetry	39-39	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		Fantasies: Sloane Street	poetry	39-39	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lewis, Wyndham"		The French Poodle	fiction	39-41	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Kristian, Roald"		Woodcut of Wyndham Lewis	images	40-40	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		The French Word in Modern Prose―III: Pierre Jaudon: 'Dieudonné Tête'	articles	41-43	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Carter, Huntly"		Two-Nine-One	articles	43-43	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Henry, Leigh"		Liberations: Studies of Individuality in Contemporary Music―IX: The Fantaisiste Spirit in Modern French Music—Part II: The Works of Maurice Ravel	articles	43-46	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lewis, Wyndham"		A Young Soldier	fiction	46-46	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Groff, Alice"		"Of Gods: To God,—A Challenge"	poetry	46-46	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Groff, Alice"		Of Gods: Strange Gods	poetry	46-47	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Groff, Alice"		Of Gods: All Gods	poetry	47-47	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Browne, F. W. Stella"		Correspondence: The Triumph of Margaret Sanger	letters	47-47	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Advertisements	advertisements	39-39 47-48	3	3	1916-03-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Contents	articles	49-49	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. S. W.		Views and Comments	articles	49-50	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		A Memory: Poem in Prose	poetry	50-50	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		Passing Paris	articles	50-51	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Randall, Alec W. G."		'The Little Demon': Book Review of 'The Little Demon' by Feodor Sologub	articles	52-52	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. D.		The Helmsman	poetry	52-52	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Voirol, Sébastien"		French Poems: Vous ne saviez pas que je vous aimais	poetry	53-53	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
R. A.		The Perfect Book	articles	53-53	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		Italy	poetry	53-53	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Kristian, Roald"		Design for Tarr	images	54-54	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lewis, Wyndham"		"Tarr―Part I, Chapters I-III"	fiction	54-63	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Pulley, Honor M."		Second-Rate Supermen	articles	63-63	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Advertisements	advertisements	53-53 63-64	3	4	1916-04-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Contents	articles	65-65	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		The Little Demon	articles	65-66	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		Passing Paris	articles	66-67	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Fontenelle, Bernard le Bovier de"	"Pound, Ezra"	Dialogues of Fontenelle―I: Alexander and Phriné	fiction	67-68	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
Ciolkowski		A Master-Writer: Book Review of 'La Paix chez les Bêtes' by Colette	articles	68-69	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		A Life	poetry	69-69	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Durak, B."		'Voici l'eau froide dont on se refraîchit en enfer'	fiction	69-70	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Henry, Leigh"		Liberations: Studies of Individuality in Contemporary Music―X: Nikolaus Medtner and the Modern Heroic Spirit in Music	articles	70-71	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Moore, Marianne"		"'He Wrote the History Book,' It Said"	poetry	71-71	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Moore, Marianne"		You Are Like the Realistic Product of an Idealistic Search for Gold at the Foot of the Rainbow	poetry	71-71	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lewis, Wyndham"		"Tarr―Part I, Chapter IV"	fiction	72-79	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Kristian, Roald"		Design for Tarr	images	72-72	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Advertisements	advertisements	69-69 71-71 79-80	3	5	1916-05-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Contents	articles	81-81	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
D. M.		England and Ireland	articles	81-85	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Notice to Readers	articles	85-85	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		Passing Paris	articles	85-87	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. D.		Sea Gods―I-III	poetry	87-87	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Fontenelle, Bernard le Bovier de"	"Pound, Ezra"	Dialogues of Fontenelle―II: Dido and Stratonice	fiction	87-88	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Randall, Alec W. G."		Notes on Modern German Poetry―VI: Alfred Mombert	articles	88-88	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Mombert, Alfred"		Awakened	poetry	88-88	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Henry, Leigh"		Liberations: Studies of Individuality in Contemporary Music―X (cont.): Nikolaus Medtner and the Modern Heroic Spirit in Music	articles	88-90	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lewis, Wyndham"		"Tarr―Part II, Chapters I-II"	fiction	90-94	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		Associations: 'The Middle Ages'	poetry	94-95	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Moore, Marianne"		Pedantic Literalist	poetry	95-95	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Randall, Amy"		The Storm	poetry	95-95	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Dobrée, B."		Impression	poetry	95-95	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Advertisements	advertisements	95-96	3	6	1916-06-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Contents	articles	97-97	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Marsden, D."		Lingual Psychology: A New Conception of the Function of Philosophic Inquiry―Foreword &amp; Chapter I: Analysis of the Philosophic Method	articles	97-102	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. D.		Cities	poetry	102-103	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Fontenelle, Bernard le Bovier de"	"Pound, Ezra"	Dialogues of Fontenelle―III: Anacreon and Aristotle	fiction	103-103	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		The French Word in Modern Prose―IV: Marcel Proust: 'À la Recherche du Temps Perdu. Du Côté de chez Swann'	articles	103-105	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Aldington, Richard"		A Solemn Dialogue	fiction	105-106	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		Passing Paris	articles	106-107	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lewis, Wyndham"		"Tarr―Part III (Bourgeois—Bohemians), Chapter I"	fiction	107-110	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Henry, Leigh"		Fantaisies Intimes: Dream-stalked	poetry	110-110	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Henry, Leigh"		Fantaisies Intimes: Challenge	poetry	110-110	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Henry, Leigh"		Fantaisies Intimes: To Maive of Storms	poetry	111-111	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Dobrée, B."		Court-Martial	poetry	111-111	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Storer, Edward"		Correspondence: England and Ireland	letters	111-111	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Marsden, Dora"		Correspondence: England and Ireland—Response to Edward Storer's Letter	letters	111-111	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Advertisements	advertisements	111-112	3	7	1916-07-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Contents	articles	113-113	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Marsden, D."		Lingual Psychology―Chapter II: The Science of Signs	articles	113-117	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		The French Word in Modern Prose―V: Ricciotto Canudo: 'La Ville sans Chef'	articles	117-118	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. D.		Marianne Moore	articles	118-119	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Moore, Marianne"		"Feed Me, Also, River God"	poetry	118-118	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Moore, Marianne"		He Made This Screen	poetry	118-119	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Moore, Marianne"		Talisman	poetry	118-119	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Herard, Viviane"		French Poems: A Mes Vers Intuitifs	poetry	119-119	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Fontenelle, Bernard le Bovier de"	"Pound, Ezra"	Dialogues of Fontenelle―IV: Homer and Aesop	fiction	119-119	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Cournos, John"		Over Devon Hills	poetry	120-120	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		Passing Paris	articles	120-121	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Montagu-Nathan, M."		'Shaw—'	articles	121-122	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lewis, Wyndham"		"Tarr―Part III, Chapter II"	fiction	122-125	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Randall, Alec W. G."		Notes on Modern German Poetry―VII: Max Dauthendey and Others	articles	126-126	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Dauthendey, Max"		'Our Eyes Are So Empty'	poetry	126-126	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Dauthendey, Max"		'Past the Sweet Lilac Clover-field'	poetry	126-126	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Morgenstern, Christian"		Das Böhmische Dorf	poetry	126-126	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Bodenheim, Maxwell"		American Poems: Old Age	poetry	126-126	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Davies, Mary Carolyn"		American Poems: The Dagger	poetry	126-126	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Davies, Mary Carolyn"		American Poems: The Jest	poetry	126-126	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Davies, Mary Carolyn"		American Poems: Fears	poetry	126-126	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Shanafelt, Clara"		American Poems: Appeal	poetry	127-127	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Pulley, Honor M."		Bridal in Philistia	articles	127-127	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Advertisements	advertisements	118-118 127-128	3	8	1916-08-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Contents	articles	129-129	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Marsden, D."		Lingual Psychology―III: The 'I' and the 'Ego': A Differentiation	articles	129-131	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. D.		The Contest	poetry	132-132	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		Passing Paris	articles	132-133	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Fontenelle, Bernard le Bovier de"	"Pound, Ezra"	Dialogues of Fontenelle―V: Socrates and Montaigne	fiction	133-134	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Cournos, John"		'Not Vodka'	articles	134-134	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Flint, F. S."		Soldiers	poetry	134-134	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
H. D.		'The Farmer's Bride': Book Review of 'The Farmer's Bride' by Charlotte Mew	articles	135-135	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Jameson, Margaret Storm"		"Reviews: Book Review of 'Essays and Poems' by Voltairine le Cleyre, 'Anarchism and Other Essays' by Emma Goldman, 'The Soul of Woman' by Paul Jordan Smith, 'The Social Significance of Modern Drama' by Emma Goldman, and 'History of the Fabian Society' by Edward R. Pease"	articles	135-136	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Williams, William Carlos"		The Great Opportunity	articles	137-137	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Henry, Leigh"		Liberations: Studies of Individuality in Contemporary Music―XI: Th. Akimenko and the Oriental Spirit in Music	articles	137-139	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Lewis, Wyndham"		"Tarr―Part IV (A Jest Too Deep for Laughter), Chapters I-IV"	fiction	139-143	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Glaenzer, Richard Butler"		Poems from Bermuda: Sunday Vespers	poetry	143-143	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Glaenzer, Richard Butler"		Poems from Bermuda: The Lake	poetry	143-143	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Glaenzer, Richard Butler"		Poems from Bermuda: The Golden Room	poetry	143-143	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Advertisements	advertisements	136-136 143-144	3	9	1916-09-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
		Contents	articles	145-145	3	10	1916-10-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Morgan, C. Lloyd (Professor)"		Berkeley's Doctrine of Esse―I-X	articles	145-148	3	10	1916-10-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Williams, William Carlos"		March―I-V	poetry	148-149	3	10	1916-10-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Ciolkowska, Muriel"		A Pagan Poet	articles	149-151	3	10	1916-10-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
"Fontenelle, Bernard le Bovier de"	"Pound, Ezra"	Dialogues of Fontenelle―VI: Charles V and Erasmus	fiction	151-151	3	10	1916-10-01	Egoist	An Individualist Review		"Weaver, Harriet Shaw"	"The New Freewoman, Ltd."	London	16	31.5	21
